"KAD_GEM_CODE","KAD_NAAM","BURG_NR","BURG_GEM_KODE","BURG_NAAM","BEW_CODE","BEW_NAAM","MAPINFO_ID"
"AHM02","ARNHEM AA","0202","AHM00","ARNHEM","25","ARNHEM",19946
"AHM03","ARNHEM AC","0202","AHM00","ARNHEM","25","ARNHEM",19947
"AHM04","ARNHEM AE","0202","AHM00","ARNHEM","25","ARNHEM",19948
"AHM05","ARNHEM AF","0202","AHM00","ARNHEM","25","ARNHEM",19949
"AJM00","ANJUM","0058","DGR00","DONGERADEEL","20","LEEUWARDEN",19950
"AKL00","ARKEL","0689","GSL00","GIESSENLANDEN","15","ROTTERDAM",19951
"AKM01","ALKEMADE","1884","KAA00","KAAG EN BRAASSEM","16","ZOETERMEER",19952
"AKM02","AKKRUM","0055","BSH01","BOARNSTERHIM","20","LEEUWARDEN",19953
"AKS01","AKERSLOOT","0383","CTC00","CASTRICUM","24","ALKMAAR",19954
"AKV00","ANKEVEEN","1696","WDM02","WIJDEMEREN","14","AMSTERDAM",19955
"AKW00","AKKERWOUDE","1891","DTM01","DANTUMADIEL","20","LEEUWARDEN",19956
"ALD00","AARLANDERVEEN","0484","APN01","ALPHEN AAN DEN RIJN","16","ZOETERMEER",19957
"ALE00","AARLE-RIXTEL","1659","LBK03","LAARBEEK","19","EINDHOVEN",19958
"ALM00","ALEM","0828","OSS00","OSS","19","EINDHOVEN",19959
"ALO00","ANLOO","1680","AAH00","AA EN HUNZE","21","ASSEN",19960
"AMD00","AMEIDE","0707","ZDR00","ZEDERIK","15","ROTTERDAM",19961
"AMF00","AMERSFOORT","0307","AMF00","AMERSFOORT","17","UTRECHT",19962
"AML01","AMBT-ALMELO","0141","AML03","ALMELO","23","ZWOLLE",19963
"AML02","STAD-ALMELO","0141","AML03","ALMELO","23","ZWOLLE",19964
"AMN00","ALMEN","0262","LCM00","LOCHEM","25","ARNHEM",19965
"AMR01","ALKMAAR","0361","AMR01","ALKMAAR","24","ALKMAAR",19966
"AMR02","AMERONGEN","1581","UTS00","UTRECHTSE HEUVELRUG","17","UTRECHT",19967
"AMR03","AALSMEER","0358","AMR03","AALSMEER","14","AMSTERDAM",19968
"AMR04","ALMERE","0034","AMR04","ALMERE","26","LELYSTAD",19969
"AMS01","AMMERSTOL","0491","BAB00","BERGAMBACHT","15","ROTTERDAM",19970
"AMS02","GROOT-AMMERS","1927","MLW00","MOLENWAARD","15","ROTTERDAM",19971
"AMZ00","AMMERZODEN","0263","MDL01","MAASDRIEL","25","ARNHEM",19972
"ANA01","ANNA PAULOWNA","1911","HLS00","HOLLANDS KROON","24","ALKMAAR",19973
"ANA02","SINT ANNA PAROCHIE","0063","BIL02","HET BILDT","20","LEEUWARDEN",19974
"ANL00","SINT ANNALAND","0716","TLN00","THOLEN","12","MIDDELBURG",19975
"ANM00","ARNEMUIDEN","0687","MDB01","MIDDELBURG","12","MIDDELBURG",19976
"APD01","APELDOORN","0200","APD00","APELDOORN","25","ARNHEM",19977
"APD02","APELDOORN AC","0200","APD00","APELDOORN","25","ARNHEM",19978
"APD03","APELDOORN AD","0200","APD00","APELDOORN","25","ARNHEM",19979
"APD04","APELDOORN AF","0200","APD00","APELDOORN","25","ARNHEM",19980
"APG00","APPINGEDAM","0003","APG00","APPINGEDAM","22","GRONINGEN",19981
"APN01","ALPHEN AAN DEN RIJN","0484","APN01","ALPHEN AAN DEN RIJN","16","ZOETERMEER",19982
"APN02","ALPHEN","0668","MAA01","WEST MAAS EN WAAL","25","ARNHEM",19983
"APN03","ALPHEN EN RIEL","1723","APN03","ALPHEN-CHAAM","13","BREDA",19984
"APR00","ASPEREN","0733","LGW00","LINGEWAAL","25","ARNHEM",19985
"APT00","APPELTERN","0668","MAA01","WEST MAAS EN WAAL","25","ARNHEM",19986
"ARM00","ARUM","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",19987
"ASD01","ASSENDELFT","0479","ZSD00","ZAANSTAD","14","AMSTERDAM",19988
"ASD02","AMSTERDAM A","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19989
"ASD03","AMSTERDAM E","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19990
"ASD04","AMSTERDAM F","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19991
"ASD05","AMSTERDAM G","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19992
"ASD06","AMSTERDAM I","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19993
"ASD07","AMSTERDAM K","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19994
"ASD08","AMSTERDAM L","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19995
"ASD09","AMSTERDAM M","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19996
"ASD10","AMSTERDAM N","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19997
"ASD11","AMSTERDAM O","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19998
"ASD12","AMSTERDAM P","0363","ASD02","AMSTERDAM","14","AMSTERDAM",19999
"ASD13","AMSTERDAM Q","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20000
"ASD14","AMSTERDAM R","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20001
"ASD15","AMSTERDAM S","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20002
"ASD16","AMSTERDAM T","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20003
"ASD17","AMSTERDAM U","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20004
"ASD18","AMSTERDAM V","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20005
"ASD19","AMSTERDAM W","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20006
"ASD20","AMSTERDAM X","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20007
"ASD21","AMSTERDAM Y","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20008
"ASD22","AMSTERDAM Z","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20009
"ASD23","AMSTERDAM AB","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20010
"ASD24","AMSTERDAM AC","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20011
"ASD25","AMSTERDAM AD","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20012
"ASD26","AMSTERDAM AF","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20013
"ASD27","AMSTERDAM AG","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20014
"ASD28","AMSTERDAM AH","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20015
"ASD29","AMSTERDAM AI","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20016
"ASD30","AMSTERDAM AK","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20017
"ASD31","AMSTERDAM AL","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20018
"ASD32","AMSTERDAM AM","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20019
"ASD33","AMSTERDAM AN","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20020
"ASD34","AMSTERDAM AO","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20021
"ASD35","AMSTERDAM AP","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20022
"ASD36","AMSTERDAM AQ","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20023
"ASD37","AMSTERDAM AR","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20024
"ASD40","ABSTEDE","0344","UTT00","UTRECHT","17","UTRECHT",20025
"ASD41","AMSTERDAM AU","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20026
"ASD42","AMSTERDAM AV","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20027
"ASD43","AMSTERDAM AW","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20028
"ASL00","OUDER-AMSTEL","0437","ASL00","OUDER-AMSTEL","14","AMSTERDAM",20029
"ASN00","ASSEN","0106","ASN00","ASSEN","21","ASSEN",20030
"ASR00","AMSTENRADE","0962","SNN00","SCHINNEN","18","ROERMOND",20031
"ASV00","AMSTELVEEN","0362","ASV00","AMSTELVEEN","14","AMSTERDAM",20032
"ATN01","ASTEN","0743","ATN01","ASTEN","19","EINDHOVEN",20033
"ATN02","AALTEN","0197","ATN02","AALTEN","25","ARNHEM",20034
"AVE00","AVEREEST","0160","HDB00","HARDENBERG","23","ZWOLLE",20035
"BAA01","BAARN","0308","BAA01","BAARN","17","UTRECHT",20036
"BAA02","BAARD","0140","LTS00","LITTENSERADIEL","20","LEEUWARDEN",20037
"BAB00","BERGAMBACHT","0491","BAB00","BERGAMBACHT","15","ROTTERDAM",20038
"BAH00","BAHR EN LATHUM","0299","ZVN01","ZEVENAAR","25","ARNHEM",20039
"BAL00","BALK","0653","GTL01","GAASTERLAN-SLEAT","20","LEEUWARDEN",20040
"BBG01","BEEKBERGEN","0200","APD00","APELDOORN","25","ARNHEM",20041
"BBG02","BAAMBRUGGE","0736","RDE01","DE RONDE VENEN","17","UTRECHT",20042
"BBG03","BOORNBERGUM","0090","SLE01","SMALLINGERLAND","20","LEEUWARDEN",20043
"BCL00","BORCULO","1859","BKL10","BERKELLAND","25","ARNHEM",20044
"BCZ00","BOCHOLTZ","0965","SPV00","SIMPELVELD","18","ROERMOND",20045
"MDL01","MAASDRIEL","0263","MDL01","MAASDRIEL","25","ARNHEM",20592
"MDL02","MIDDELIE","0478","ZVG00","ZEEVANG","24","ALKMAAR",20593
"MDM01","MAASDAM","0585","BNM00","BINNENMAAS","15","ROTTERDAM",20594
"MDM02","MILDAM","0074","HRV01","HEERENVEEN","20","LEEUWARDEN",20595
"MDN01","MUIDEN","0424","MDN01","MUIDEN","14","AMSTERDAM",20596
"MDN02","MEEDEN","1987","MTW00","MENTERWOLDE","22","GRONINGEN",20597
"MDS01","MIDDENSCHOUWEN","1676","SWN00","SCHOUWEN-DUIVELAND","12","MIDDELBURG",20598
"MDS02","MIDDELSTUM","0024","LPS00","LOPPERSUM","22","GRONINGEN",20599
"MDT01","MIJDRECHT","0736","RDE01","DE RONDE VENEN","17","UTRECHT",20600
"MDT02","MOORDRECHT","1892","ZPS00","ZUIDPLAS","15","ROTTERDAM",20601
"MEL00","MEIJEL","1894","PEE00","PEEL EN MAAS","18","ROERMOND",20602
"MES00","MESCH","1903","EDN01","EIJSDEN-MARGRATEN","18","ROERMOND",20603
"MFT01","MONTFOORT","0335","MFT01","MONTFOORT","17","UTRECHT",20604
"MFT02","MONTFORT","1669","RDL01","ROERDALEN","18","ROERMOND",20605
"MGN01","MINNERTSGA","0063","BIL02","HET BILDT","20","LEEUWARDEN",20606
"MGN02","MEGEN","0828","OSS00","OSS","19","EINDHOVEN",20607
"MGT01","MOERGESTEL","0824","OTW01","OISTERWIJK","13","BREDA",20608
"MGT02","MARGRATEN","1903","EDN01","EIJSDEN-MARGRATEN","18","ROERMOND",20609
"MHE00","MHEER","1903","EDN01","EIJSDEN-MARGRATEN","18","ROERMOND",20610
"MHR00","MIJNSHEERENLAND","0585","BNM00","BINNENMAAS","15","ROTTERDAM",20611
"MHZ00","MAARHEEZE","1706","CND00","CRANENDONCK","19","EINDHOVEN",20612
"MIL00","MILL","0815","MIL00","MILL EN SINT HUBERT","19","EINDHOVEN",20613
"MKB00","MERKELBEEK","0881","ODB00","ONDERBANKEN","18","ROERMOND",20614
"MKG00","MAKKINGA","0085","OTL02","OOSTSTELLINGWERF","20","LEEUWARDEN",20615
"MKK00","MEERKERK","0707","ZDR00","ZEDERIK","15","ROTTERDAM",20616
"MKL00","MARKELO","1735","HOF00","HOF VAN TWENTE","23","ZWOLLE",20617
"MKM00","MAKKUM","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",20618
"MKN00","MARKEN","0852","WTL00","WATERLAND","24","ALKMAAR",20619
"MKP00","MOERKAPELLE","1892","ZPS00","ZUIDPLAS","15","ROTTERDAM",20620
"MLD00","MAASLAND","1842","MDN04","MIDDEN-DELFLAND","15","ROTTERDAM",20621
"MLG00","MILLINGEN","0265","MLG00","MILLINGEN AAN DE RIJN","25","ARNHEM",20622
"MLK00","MELICK EN HERKENBOSCH","1669","RDL01","ROERDALEN","18","ROERMOND",20623
"MLN00","MOLENAARSGRAAF","1927","MLW00","MOLENWAARD","15","ROTTERDAM",20624
"MLO01","MIERLO","1771","GDP01","GELDROP-MIERLO","19","EINDHOVEN",20625
"MLO02","MEERLO","1507","HOR03","HORST AAN DE MAAS","18","ROERMOND",20626
"MLS00","MELISSANT","1924","GRE01","GOEREE-OVERFLAKKEE","15","ROTTERDAM",20627
"MNK00","MONNICKENDAM","0852","WTL00","WATERLAND","24","ALKMAAR",20628
"MNL00","MAASNIEL","0957","RMD00","ROERMOND","18","ROERMOND",20629
"MOO00","MOOK EN MIDDELAAR","0944","MOO00","MOOK EN MIDDELAAR","18","ROERMOND",20630
"MPL00","MEPPEL","0119","MPL00","MEPPEL","21","ASSEN",20631
"MRK01","MAURIK","0214","BRN00","BUREN","25","ARNHEM",20632
"MRK02","MARIEKERKE","0717","VRE00","VEERE","12","MIDDELBURG",20633
"MRM01","MARUM","0025","MRM01","MARUM","22","GRONINGEN",20634
"MRM02","MARRUM","1722","FWD02","FERWERDERADIEL","20","LEEUWARDEN",20635
"MSG00","MUNSTERGELEEN","1883","STD01","SITTARD-GELEEN","18","ROERMOND",20636
"MSN01","MEERSSEN","0938","MSN01","MEERSSEN","18","ROERMOND",20637
"MSN02","MAARSSEN","1904","SSE00","STICHTSE VECHT","17","UTRECHT",20638
"MSR00","MONSTER","1783","WLD00","WESTLAND","16","ZOETERMEER",20639
"MSS00","MAASSLUIS","0556","MSS00","MAASSLUIS","15","ROTTERDAM",20640
"MSV00","MAARSSEVEEN","1904","SSE00","STICHTSE VECHT","17","UTRECHT",20641
"MTD01","MUNTENDAM","1987","MTW00","MENTERWOLDE","22","GRONINGEN",20642
"MTD02","MAARTENSDIJK","0310","BIL01","DE BILT","17","UTRECHT",20643
"MTD03","SINT MAARTENSDIJK","0716","TLN00","THOLEN","12","MIDDELBURG",20644
"MTN00","SINT MAARTEN","0441","SGN00","SCHAGEN","24","ALKMAAR",20645
"MTT00","MAASTRICHT","0935","MTT00","MAASTRICHT","18","ROERMOND",20646
"MWD01","MIDWOLDA","1895","OAT00","OLDAMBT","22","GRONINGEN",20647
"NBH00","NEERBOSCH","0268","NMG00","NIJMEGEN","25","ARNHEM",20648
"NBK01","NOORDBROEK","1987","MTW00","MENTERWOLDE","22","GRONINGEN",20649
"NBK02","NIJBROEK","0285","VOO00","VOORST","25","ARNHEM",20650
"NBK03","NOORBEEK","1903","EDN01","EIJSDEN-MARGRATEN","18","ROERMOND",20651
"NDA00","NEDERASSELT","0252","HMN01","HEUMEN","25","ARNHEM",20652
"NDE00","NEEDE","1859","BKL10","BERKELLAND","25","ARNHEM",20653
"NDH01","NEDERHORST DEN BERG","1696","WDM02","WIJDEMEREN","14","AMSTERDAM",20654
"NDH02","NEDERHEMERT","0297","ZBM00","ZALTBOMMEL","25","ARNHEM",20655
"NDK00","NOORDDIJK","0014","GNG00","GRONINGEN","22","GRONINGEN",20656
"NDL00","NOORDELOOS","0689","GSL00","GIESSENLANDEN","15","ROTTERDAM",20657
"NDN00","NAARDEN","0425","NDN00","NAARDEN","14","AMSTERDAM",20658
"NDP01","NOOTDORP","1926","PAK01","PIJNACKER-NOOTDORP","16","ZOETERMEER",20659
"NDP02","NIEDORP","1911","HLS00","HOLLANDS KROON","24","ALKMAAR",20660
"NDW00","NEDERWEERT","0946","NDW00","NEDERWEERT","18","ROERMOND",20661
"NEE00","NEER","1640","LDL00","LEUDAL","18","ROERMOND",20662
"NEK00","NIJEHASKE","0051","STL00","SKARSTERLAN","20","LEEUWARDEN",20663
"NES01","NES (A)","0060","AML04","AMELAND","20","LEEUWARDEN",20664
"NES02","NES","0058","DGR00","DONGERADEEL","20","LEEUWARDEN",20665
"NEV00","NIJEVEEN","0119","MPL00","MEPPEL","21","ASSEN",20666
"NHM00","NUNHEM","1640","LDL00","LEUDAL","18","ROERMOND",20667
"NIT00","NEERITTER","1640","LDL00","LEUDAL","18","ROERMOND",20668
"NKK01","NIJKERK (GLD)","0267","NKK01","NIJKERK","25","ARNHEM",20669
"NKK02","NIJKERK (FR)","0058","DGR00","DONGERADEEL","20","LEEUWARDEN",20670
"NKP01","NIEUWKOOP","0569","NKP01","NIEUWKOOP","16","ZOETERMEER",20671
"NLD01","NIEUWLAND (FR)","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",20672
"NLD02","NIEUWLAND (Z.H.)","0707","ZDR00","ZEDERIK","15","ROTTERDAM",20673
"NLD03","NULAND","1671","MKD00","MAASDONK","19","EINDHOVEN",20674
"NLS00","NIEUWLEUSEN","0148","DSN01","DALFSEN","23","ZWOLLE",20675
"NMD00","NUMANSDORP","0611","CSE00","CROMSTRIJEN","15","ROTTERDAM",20676
"NMG00","NIJMEGEN","0268","NMG00","NIJMEGEN","25","ARNHEM",20677
"NNN00","NUENEN","0820","NNN00","NUENEN, GERWEN EN NEDERWETTEN","19","EINDHOVEN",20678
"NOP00","NOORDOOSTPOLDER","0171","NOP00","NOORDOOSTPOLDER","26","LELYSTAD",20679
"NOR00","NORG","1699","NDV00","NOORDENVELD","21","ASSEN",20680
"NPT00","NIEUWPOORT","1927","MLW00","MOLENWAARD","15","ROTTERDAM",20681
"NST01","NUNSPEET","0302","NST01","NUNSPEET","25","ARNHEM",20682
"NST02","NIEUWSTADT","1711","ECH01","ECHT-SUSTEREN","18","ROERMOND",20683
"NTK00","NIFTRIK","0296","WCN00","WIJCHEN","25","ARNHEM",20684
"NTR00","NISTELRODE","1721","BHZ03","BERNHEZE","19","EINDHOVEN",20685
"NTV00","NIGTEVECHT","1904","SSE00","STICHTSE VECHT","17","UTRECHT",20686
"NUT00","NUTH","0951","NUT00","NUTH","18","ROERMOND",20687
"NVN00","NIEUWVEEN","0569","NKP01","NIEUWKOOP","16","ZOETERMEER",20688
"NWD01","NIEUWENDAM","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20689
"NWD02","NOORDWOLDE","0098","WSL03","WESTSTELLINGWERF","20","LEEUWARDEN",20690
"NWD03","NIEUWOLDA","1895","OAT00","OLDAMBT","22","GRONINGEN",20691
"NWH01","NIEUWENHAGEN","0882","LGF00","LANDGRAAF","18","ROERMOND",20692
"NWH02","NIEUWENHOORN","0530","HLV01","HELLEVOETSLUIS","15","ROTTERDAM",20693
"NWK01","NAALDWIJK","1783","WLD00","WESTLAND","16","ZOETERMEER",20694
"NWK02","NOORDWIJK","0575","NWK02","NOORDWIJK","16","ZOETERMEER",20695
"NWK03","NIEUWERKERK AAN DEN IJSSEL","1892","ZPS00","ZUIDPLAS","15","ROTTERDAM",20696
"NWK04","NOORDWIJKERHOUT","0576","NWK04","NOORDWIJKERHOUT","16","ZOETERMEER",20697
"NWK12","NETWERKEN MIDDELBURG","0001","NWK12","NETWERKEN MIDDELBURG","12","MIDDELBURG",20698
"NWK13","NETWERKEN BREDA","0001","NWK13","NETWERKEN BREDA","13","BREDA",20699
"NWK14","NETWERKEN AMSTERDAM","0001","NWK14","NETWERKEN AMSTERDAM","14","AMSTERDAM",20700
"NWK15","NETWERKEN ROTTERDAM","0001","NWK15","NETWERKEN ROTTERDAM","15","ROTTERDAM",20701
"NWK16","NETWERKEN ZOETERMEER","0001","NWK16","NETWERKEN ZOETERMEER","16","ZOETERMEER",20702
"NWK17","NETWERKEN UTRECHT","0001","NWK17","NETWERKEN UTRECHT","17","UTRECHT",20703
"NWK18","NETWERKEN ROERMOND","0001","NWK18","NETWERKEN ROERMOND","18","ROERMOND",20704
"NWK19","NETWERKEN EINDHOVEN","0001","NWK19","NETWERKEN EINDHOVEN","19","EINDHOVEN",20705
"NWK20","NETWERKEN LEEUWARDEN","0001","NWK20","NETWERKEN LEEUWARDEN","20","LEEUWARDEN",20706
"NWK21","NETWERKEN ASSEN","0001","NWK21","NETWERKEN ASSEN","21","ASSEN",20707
"NWK22","NETWERKEN GRONINGEN","0001","NWK22","NETWERKEN GRONINGEN","22","GRONINGEN",20708
"NWK23","NETWERKEN ZWOLLE","0001","NWK23","NETWERKEN ZWOLLE","23","ZWOLLE",20709
"NWK24","NETWERKEN ALKMAAR","0001","NWK24","NETWERKEN ALKMAAR","24","ALKMAAR",20710
"NWK25","NETWERKEN ARNHEM","0001","NWK25","NETWERKEN ARNHEM","25","ARNHEM",20711
"NWK26","NETWERKEN LELYSTAD","0001","NWK26","NETWERKEN LELYSTAD","26","LELYSTAD",20712
"NWS00","NIEUWESCHANS","1895","OAT00","OLDAMBT","22","GRONINGEN",20713
"NZE01","NOORDZEE I","0000","NZE01","NOORDZEE I","22","GRONINGEN",20714
"NZE02","NOORDZEE II","0000","NZE02","NOORDZEE II","20","LEEUWARDEN",20715
"NZE03","NOORDZEE III","0000","NZE03","NOORDZEE III","24","ALKMAAR",20716
"NZE04","NOORDZEE IV","0000","NZE04","NOORDZEE IV","14","AMSTERDAM",20717
"NZE05","NOORDZEE V","0000","NZE05","NOORDZEE V","16","ZOETERMEER",20718
"NZE06","NOORDZEE VI","0000","NZE06","NOORDZEE VI","15","ROTTERDAM",20719
"NZE07","NOORDZEE VII","0000","NZE07","NOORDZEE VII","12","MIDDELBURG",20720
"OBG00","OOSTBURG","1714","SLU02","SLUIS","12","MIDDELBURG",20721
"OBK00","OIRSBEEK","0962","SNN00","SCHINNEN","18","ROERMOND",20722
"OBT00","OBBICHT EN PAPENHOVEN","1883","STD01","SITTARD-GELEEN","18","ROERMOND",20723
"ODB01","OLDEBROEK","0269","ODB01","OLDEBROEK","25","ARNHEM",20724
"ODB02","OUDENBOSCH","1655","HDB01","HALDERBERGE","13","BREDA",20725
"ODB03","OLDEBERKOOP","0085","OTL02","OOSTSTELLINGWERF","20","LEEUWARDEN",20726
"ODB04","OLDEBOORN","0055","BSH01","BOARNSTERHIM","20","LEEUWARDEN",20727
"ODG00","OUDEGA","0090","SLE01","SMALLINGERLAND","20","LEEUWARDEN",20728
"ODH01","OUDENHOORN","0568","BNS04","BERNISSE","15","ROTTERDAM",20729
"ODH02","OLDEHOVE","0056","ZHN00","ZUIDHORN","22","GRONINGEN",20730
"ODK01","OLDEKERK","0015","GTG00","GROOTEGAST","22","GRONINGEN",20731
"ODK02","ODIJK","0312","BNK02","BUNNIK","17","UTRECHT",20732
"ODK04","OUDERKERK AAN DEN IJSSEL","0644","ODK03","OUDERKERK","15","ROTTERDAM",20733
"ODL00","SINT ODILIENBERG","1669","RDL01","ROERDALEN","18","ROERMOND",20734
"ODM01","OBDAM","1598","KGL03","KOGGENLAND","24","ALKMAAR",20735
